INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
G983219876543,"PLF grid 1234567890 B phase up, pole down blocking road, assessing damage, unable to reach location, bad transformer.",45.586135843,-73.770401777
G983421019080,"Line crew on site, assessing damage, unable to reach location due to pole down, transformer issue, span pole down blocking road, bad transformer found.",45.592857752,-73.904038916
G983421019082,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.60678413,-73.863647333
G983421019082,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.610555907,-73.615706726
G9834210192X,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, found, unable to reach location",45.613272097,-73.615636265
G98342101982,"assessing damage, found bad transformer, pole down blocking road",45.615848385,-73.517209859
G98342101982,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, TREE DOWN - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.618087181,-73.591945791
G98342101985,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, line down.",45.619208617,-73.88844738
G98342101985,"Assessing damage, found bad transformer, pole down, unable to reach location, can't access, line down, span pole down blocking road.",45.628524874,-73.558719517
G98342101985,"broke pri1 pole, assessing damage, unable to reach location, bad transformer, tree down, limb down on line, span pole down blocking road",45.62978424,-73.926034648
G98342101985,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, limb down.",45.62988434,-73.874138511
G98342101985,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access.",45.636559519,-73.62781079
G98342101985,"TREE LIMB DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, POLE DOWN, PHASE UP, LOCATE ISSUE",45.636652187,-73.510681249
G98342101985,"Found limb down on pri1, assessing damage, unable to access location, pole down blocking road.",45.637384261,-73.784719529
G983421019852,"Crews are assessing damage and unable to reach location due to a pole down blocking road, a bad transformer was found and a limb down is also affecting the area, no bucket truck is available to assist with repairs, and the issue is being located on the pri1 line.",45.641134054,-73.789584974
G983421019852,"Line down, assessing damage, unable to reach location, pole down blocking road.",45.641233736,-73.705535474
G983421019854,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.643722348,-73.56960415
G983421019876,"PRIMARY LINE ISSUE - ASSESSING DAMAGE, FOUND BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN ON ROADWAY, NO BUCKET TRUCK AVAILABLE TO ACCESS.",45.64380914,-73.902666115
G9834210198X,"Transformer issue on pri1, assessing damage, unable to reach location due to pole down blocking road, can't access.",45.644037767,-73.510630259
G9834210198X,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, unable to reach location, Storm Response Map Alert: can't access",45.411044985,-73.771914537
G9834210198X,"ASSIGNED TO STORM RESPONSE.  NEED TO LOCATE ISSUE, ASSESSING DAMAGE, CAN'T ACCESS, PHASE UP, POLE DOWN, BAD TRANSFORMER.",45.411305478,-73.550052521
G983421067182,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road, phase up, can't access, asset not found in GIS.",45.411733305,-73.768707547
G983421067182,"Transformer issue at pri1, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS.",45.417307113,-73.921682765
G983421067182,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, DISPATCHING CREW TO ACCESS AND REPAIR.",45.419438675,-73.655074262
G983421067182,"Open switch#94213 Tree down on line, limb down on phase, unable to reach location, assessing damage, found bad transformer, pole down blocking road, can't access, asset not found in GIS.",45.41975628,-73.872414361
G983421067191,"Tree down on pri1, unable to reach location, assessing damage, pole down blocking road, bad transformer found",45.426091417,-73.48989696
G983421067192,"3 phase transformer blown at grid 98765-12345, assessing damage, unable to reach location due to tree down, limb down blocking road, span pole down, bad transformer, can't access, asset not found in GIS, no bucket truck available.",45.428526149,-73.489746979
G983421067192,"Need to assess damage, locate issue, and replace a bad transformer on a pole down, blocking the road, and also a limb down is obstructing access.",45.428913705,-73.649758754
G983421067215,"Line down, unable to reach location, assessing damage, found bad transformer, pole down blocking road.",45.43114142,-73.895063491
G983421067215,"Need a crew to assess damage, locate issue, and replace bad transformer on pri1 line down, also have a pole down and span pole down blocking road, unable to reach location due to asset not found in GIS.",45.434088516,-73.815299761
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.438728496,-73.644724857
G983421067219,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, CAN'T ACCESS AREA TO DEPLOY BUCKET TRUCK.",45.441348965,-73.593366636
G983421067219,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.445157871,-73.770104293
G983421067219,"FOUND TREE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, SPAN POLE DOWN, BAD TRANSFORMER",45.445962629,-73.652968624
G983421067219,"FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.446345334,-73.743696308
G983421067219,"cut id 1745; [84059] OCR 84059  -INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST. /n Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS",45.448276033,-73.764074272
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, LINE ISSUES REPORTED WITH TRANSFORMER, POWER LINE ISSUES INCLUDE POLE DOWN AND PHASE UP, ASSET NOT FOUND IN GIS, CAN'T ACCESS LOCATION FOR FURTHER INVESTIGATION.",45.453267702,-73.710363123
G983421067219,"opened ticket for pole down, assessing damage, unable to reach location, bad transformer, line down, can't access",45.459929956,-73.792787273
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.460424256,-73.681136389
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down, line down, blocking road, can't access, need to locate issue, pri1, phase up.",45.461755455,-73.691777523
G983421067219,"OPEN PLF AT 3409641634. Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road.",45.462418014,-73.888834477
G983421067219,"Assessing damage, unable to reach location due to pole down, found bad transformer, and a span pole down blocking road, can't access, need to locate issue and inspect pri1.",45.462977453,-73.86730135
G983421067219,"MULTIPLE SPANS OF PHASE UP DOWN ON TX 38 DUE TO TREE DOWN AND LIMB DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, NEEDS REPLACEMENT, NO BUCKET TRUCK AVAILABLE, INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.463478914,-73.743443985
G983421067219,"#3 ACSR phase up, assessing damage, pole down, unable to reach location, bad transformer",45.464594477,-73.847539563
G983421067219,"cut 1750 -INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK, TREE DOWN, LIMB DOWN, ASSET NOT FOUND IN GIS.",45.466434451,-73.492737147
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.469460134,-73.646439617
G983421067219,"CUT ID: 1750 - INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.469595299,-73.64643191
G983421067219,"tree down on pri1, assessing damage, unable to reach location, bad transformer, line down, pole down blocking road, can't access",45.472071616,-73.536825492
G983421067219,"limb down on pri1, assessing damage, unable to reach location due to bad transformer",45.473205334,-73.807776566
G983421067219,"Line down, pole down, assessing damage, unable to reach location, bad transformer, can't access, phase up, limb down.",45.474226849,-73.865859916
G983421067219,"Unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, can't access, limb down blocking road.",45.474746838,-73.533453198
G983421067219,"Transformer blown, unable to reach location, assessing damage, pole down, can't access, phase up, limb down blocking road.",45.479007462,-73.774084856
G983421067219,"need line crew, assessing damage, transformer issue, pole down, can't access, unable to reach location, span pole down blocking road, bad transformer, tree down, limb down, no bucket truck.",45.481944148,-73.539807603
G983421067219,"Transformer at pole SW#42119 found to be bad, assessing damage, unable to access location due to tree down, limb down blocking road, line down, phase up, pri1.",45.486167428,-73.912555274
G983421067219,"Transformer issue on pri1, assessing damage, unable to reach location, pole down blocking road, can't access, bad transformer.",45.48890747,-73.805564842
G983421067219,"OPEN TX/n Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access, Asset not found in GIS.",45.491125414,-73.848309257
G983421067219,"Opened SW# 27901..... Unable to Reach Location, assessing damage, found bad transformer, pole down, and a tree down on the line, can't access due to a span pole down blocking road, Asset not found in GIS.",45.492202354,-73.539301131
G983421067219,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.492254876,-73.897316507
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.49537045,-73.675916502
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.499106594,-73.678007812
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.503062736,-73.852718371
G983421067219,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.504877261,-73.499130895
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTON, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA.",45.5071179,-73.886225519
G983421067219,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.508588961,-73.543857641
G983421067219,"Line Issues: Transformer - assessing damage, found bad transformer, unable to reach location, can't access, pole down, line down, pri1, span pole down blocking road, phase up, tree down, limb down, no bucket truck, Asset not found in GIS.",45.508944021,-73.810506047
G983421067219,"tps 101234 - INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.510989492,-73.64674093
G983421067219,"tps 27892 -INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.512480076,-73.500021771
G983421067219,assessing damage...pole down...can't access,45.515048892,-73.686524886
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.519126813,-73.591332644
G983421067219,"""Unable to Reach Location, assessing damage, pole down, can't access, bad transformer""",45.519197643,-73.77746999
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access.",45.520758315,-73.752773484
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up.",45.521100384,-73.72410977
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.524376903,-73.731069981
G983421067219,"Assessing damage, unable to reach location, pole down, bad transformer, can't access, limb down, phase up, span pole down blocking road.",45.524507307,-73.871463615
G983421067219,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, CAN'T ACCESS, SPAN POLE DOWN BLOCKING ROAD, INCIDENT AUTO-GENERATED FROM OUTAGE ASSIST, OUTAGE ASSIST INCIDENT NUMBER WILL MATCH IN ADMS.",45.528295986,-73.664569342
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISTRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA.",45.528767232,-73.742658799
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.536399354,-73.804244395
G983421067219,"Need crew to assess damage, can't access, and locate issue on Oak, transformer appears to be bad, pole down, and line down blocking road, also have a limb down on the span pole.",45.536574526,-73.51847794
G983421067219,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.536920961,-73.714976204
G983421067219,"1 SPAN 421 AØ DOWN FROM NE 10923 TO EAST. TREE DOWN ON LINE, LIMB DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, CAN'T ACCESS, ASSET NOT FOUND IN GIS.",45.538528283,-73.577015521
G983421067219,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.543051444,-73.574244628
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.",45.543955546,-73.680336276
G983421067219,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, unable to reach location, can't access",45.544073644,-73.58585251
G983421067219,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, TREE DOWN BLOCKING ROAD, NO BUCKET TRUCK AVAILABLE TO REACH LOCATION, FOUND BAD TRANSFORMER, SPAN POLE DOWN, PHASE UP, INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.545414749,-73.491757693
G983421067219,"1770 - INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.548008113,-73.802320305
G983421067219,"1930 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.548598999,-73.702588746
G983421067219,"2034 - INCIDENT AUTO-GENERATED FROM ADMS, Crews assessing damage, unable to reach location due to pole down, span pole down blocking road, bad transformer found, line down, transformer issue, can't access, Asset not found in GIS.",45.549156632,-73.561845138
G983421067219,"PLF is open at 9876543210. #1 phase up, pri1 is down from pole 123456789 to 17-20, line down, pole down, blocking road. Unable to Reach Location, assessing damage, found bad transformer, will need to locate issue, can't access, no bucket truck, Asset not found in GIS.",45.553658105,-73.655885435
G983421067219,"LINE DOWN, POLE DOWN, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.556041091,-73.576925079
G983421067219,"limb down, assessing damage, pole down, unable to reach location",45.558358878,-73.623739243
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access.",45.562873993,-73.587180217
G983421067219,"LINE DOWN, PHASE UP, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER",45.563589169,-73.692988516
G983421067219,"LINE DOWN - INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, CAN'T ACCESS, LOCATE ISSUE, PHASE UP REQUIRED.",45.570248572,-73.518154223
G983421067219,"Line down, pole down, assessing damage, unable to reach location, bad transformer.",45.572829947,-73.532962749
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access.",45.573154568,-73.562140795
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.577461878,-73.769585872
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.578456438,-73.596176488
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.581547727,-73.893221108
G983421067219,"opened plf at 27510-44817 line down on pri1 per c355 assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, asset not found in GIS.",45.582006573,-73.668962813
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, phase up, can't access, tree down.",45.582325125,-73.687191727
G983421067219,"We're currently assessing damage on circuit 42111, a tree is down on the line and a limb is blocking the road, making it difficult to access the area, a bad transformer was found and we're working to locate the issue, however, the pri1 line is down and a span pole is blocking the road, we're unable to reach location due to the pole down, and our GIS map is not showing the asset, we're having to manually search for the issue.",45.586135843,-73.770401777
G983421067219,"Crew assessing damage @grid#2198765432, found bad transformer, line down, pole down, unable to reach location, can't access, span pole down blocking road, phase up, no bucket truck available.",45.592857752,-73.904038916
G983421067219,"Assessing damage, unable to reach location, transformer, line down, pole down, can't access, bad transformer",45.60678413,-73.863647333
G983421067219,"Line crew assessing damage, unable to access location due to  pole down blocking road, found bad transformer, and a tree down nearby, will need to locate issue and replace pri1.",45.610555907,-73.615706726
G983421067219,"2301 - INCIDENT AUTO-GENERATED FROM FIELD REPOR, Crews assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, currently locating issue, will update once resolved.",45.613272097,-73.615636265
G983421067219,"Line Issues - assessing damage, found bad transformer, unable to reach location, can't access, pole down blocking road, phase up",45.615848385,-73.517209859
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road, can't access, line down, phase up.",45.618087181,-73.591945791
G983421067219,"Assessing damage, found bad transformer, unable to reach location due to pole down, span pole down blocking road, can't access, tree down nearby.",45.619208617,-73.88844738
G983421067219,"SERVICE SUPPORT LINE DOWN, SPAN POLE DOWN BLOCKING ROAD, ASSESSING DAMAGE, CAN'T ACCESS, BAD TRANSFORMER, NO BUCKET TRUCK AVAILABLE AT GRID 9876543210 LOCATED AT INTERSECTION OF OAK AND MAIN - INCIDENT AUTO-GENERATED FROM ADMS, ADMS INCIDENT NUMBER WILL MATCH IN OUTAGE ASSIST.",45.628524874,-73.558719517
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, span pole down blocking road, can't access, Asset not found in GIS.",45.62978424,-73.926034648
G983421067219,"tx open due to tree down, limb down, line down, pole down, unable to reach location, assessing damage, bad transformer",45.62988434,-73.874138511
G983421067219,"Line Issues: Transformer, Power Disruption Issues: bad transformer, Power Line Issues: line down, pole down, Power Disruption: assessing damage, can't access, unable to reach location, Storm Response Map Alert: can't access",45.636559519,-73.62781079
G983421067219,"""Transformer issue, unable to reach location, assessing damage, line down, pole down, can't access, phase up""",45.636652187,-73.510681249
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer",45.637384261,-73.784719529
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.641134054,-73.789584974
G983421067219,"Line down, assessing damage, unable to reach location, pole down blocking road, bad transformer.",45.641233736,-73.705535474
G983421067219,"LINE DOWN, ASSESSING DAMAGE, POLE DOWN, UNABLE TO REACH LOCATION, CAN'T ACCESS",45.643722348,-73.56960415
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down.",45.64380914,-73.902666115
G983421067219,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, phase up, asset not found in GIS.",45.644037767,-73.510630259
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR REPAIRS, ENTRY PROBLEM DUE TO NO BUCKET TRUCK AVAILABLE.",45.411044985,-73.771914537
G983421067219,"Crews are assessing damage and attempting to locate issue, but unable to reach location due to a pole down blocking the road, and a bad transformer was found, however, a span pole down is also affecting the area, and we are having trouble accessing the site to repair the line down, and a pri1 has been issued.",45.411305478,-73.550052521
G983421067219,"Transformer down, unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, can't access, asset not found in GIS, phase up, span pole down blocking road.",45.411733305,-73.768707547
G983421067219,"Transformer down, assessing damage, unable to reach location, pole down blocking road, can't access.",45.417307113,-73.921682765
G983421067219,"#1 limb down, assessing damage, pole down, unable to reach location, bad transformer",45.419438675,-73.655074262
G983421067219,"""Unable to access location due to a pole down blocking the road, assessing damage and trying to locate issue, found a bad transformer and a span pole down, can't access the area to assess further, Asset not found in GIS, need to reassess and find alternative route.""",45.41975628,-73.872414361
G983421067219,"Found a pole down on pri1, assessing damage, unable to reach location due to a tree down, need to locate issue and replace bad transformer.",45.426091417,-73.48989696
